CA Comments: ,EMPortal number:,provider,address,website,contact-person,phone,email,Given Name,Family Name,country,Business Country Ref Code,Agent Type Ref Code,Agent User Id,PRISMS User Id,,,,,,,,,,,,,,,
,10760,GLOBAL STUDENT SERVICES - SYDNEY,"Suite 8, Level 4, 377-383 Sussex St Sydney",www.gss.net.au,Sunny KIM,02 9268 0488,admin@gservices.com.au,GLOBAL STUDENT SERVICES,GLOBAL STUDENT SERVICES - SYDNEY,Australia,,,,,,,,,,,,,,,,,,,
,18286,GO STUDY AUSTRALIA - SYDNEY,"Suite 32, Level 17, 327 Pitt Street Sydney",www.gostudy.com.au,Margaret Ferranie,02 9283 0480,sydney@gostudy.com.au,GO STUDY AUSTRALIA,GO STUDY AUSTRALIA - SYDNEY,Australia,,,,,,,,,,,,,,,,,,,
,40782,HELLO AUSTRALIA,"Level 6, 604/ 541 Kent Street Sydney",www.hellostudy.com.br,Rafa Jasobsen,02 8065 1762,sydneycbd@helloaustralia.com.br,HELLO AUSTRALIA,HELLO AUSTRALIA,Australia,,,,,,,,,,,,,,,,,,,
,38697,ADVISORY CENTRE FOR AUSTRALUAN EDUCATION,"Suite 303-305, Manning Building 451 Pitt Street",www.australiaeducation.com.au,Ursula NG,02 9281 8133,acae@australiaeducation.com.au,ADVISORY CENTRE FOR AUSTRALUAN EDUCATION,ADVISORY CENTRE FOR AUSTRALUAN EDUCATION,Australia,,,,,,,,,,,,,,,,,,,
,28716,BOOMERANG AUSTRALIA STUDIES,"13-15 Wentworth Avenue, Level 1, Suite 2",www.boomerangaustralia.com,France Arnaud,02 9264 9633,sydney@boomerangaustralia.com,BOOMERANG AUSTRALIA,BOOMERANG AUSTRALIA STUDIES,Australia,,,,,,,,,,,,,,,,,,,
,40921,AECC GLOBAL - SYDNEY,"Level 14, Suite 03, 99 Bathurst street Sydney",www.aeccglobal.com,Rhodel E.C.,02 9283 5252,Info.syd@aeccglobal.com,AECC GLOBAL,AECC GLOBAL - SYDNEY,Australia,,,,,,,,,,,,,,,,,,,
,42243,Global Study Partners," Level 1, 73 George Street, The Rocks",www.globalstudypartners.com,Elaine Starkey,1300327759,elaine@globalstudypartners.com,Global Study,Global Study Partners,Australia,,,,,,,,,,,,,,,,,,,
,4058,ADELAIDE UHAK CENTRE- Adelaide ,"304/95 Currie Street, Adelaide SA 5000",www.adelaideinfo.com,Kate Chung,08 8231 5566,kate@adelaideinfo.com,Uhak ,Uhak,Australia,,,,,,,,,,,,,,,,,,,
,19041,VISION PLANET- Adelaide ,"Level 2/127 Rundle Mall, Adelaide SA 5000",www.visionplanet.com.au,Daljit Rao,08 8212 6799,daljit@visionplanet.com.au,vision Planet,Vision Planet,Australia,,,,,,,,,,,,,,,,,,,
,34507,1st EDUCATION- Adelaide ,"Level 12, 108 King William Street, Adelaide SA 5000",www.1stedu.com.au,Sean Sun,08 7225 8699,info@1stedu.com.au,1st education,1st education,Australia,,,,,,,,,,,,,,,,,,,
,26247,OPTIONS EDUCATION - Adelaide ,"Level 3, 118 King William Street, Adelaide SA 5000",www.optionseducation.com.au,Irma Javier,08 8231 4000,admin@optionseducation.com.au,options,options ,Australia,,,,,,,,,,,,,,,,,,,
,40678,AUSSIZZ,"Level 4, 90 King William Street, Adelaide SA 5000",www.aussizzgroup.com,Tejas Patel ,08 8221 5264,adelaide@aussizz.com,aussizz,aussizz,Australia,,,,,,,,,,,,,,,,,,,
,12353,EIC- Adelaide ,"Level 9, 90 King William Street, Adelaide SA 5000",www.eic.org.cn,Jodie Xiu,08 8212 4651,adelaide@eiceducation.com.cn,EIC Group,EIC group,Australia,,,,,,,,,,,,,,,,,,,
,39203,EXPERT EDUCATION AND VISA SERVICES- Adelaide ,"Level 2, 90 King William Street, Adelaide SA 5000",www.experteducation.com.au,Rupak Bartaula,08 7120 2667,info@experteducation.com.au,Expert Edu ,Expert Edu,Australia,,,,,,,,,,,,,,,,,,,
,26252,EZY INTERNATIONAL SERVICES- Adelaide ,"Level 4, 68 Grenfell Street, Adelaide SA 5000",www.ezyedu.com.au,Maggie Wu,08 8123 7775,maggie.wu@ezyedu.com.au,ezy edu,ezy edu,Australia,,,,,,,,,,,,,,,,,,,
,40725,AEM INTERNATIONAL SERVICE CENTRE- Adelaide ,"Unit 8, Level 3, 117 King William Street, Adelaide SA 5000",www.aemgroup.com.au,Wei Zhang ,08 7001 2003,aemcentre@hotmail.com,aem international,aem international,Australia,,,,,,,,,,,,,,,,,,,
,42081,Austral-Oriental Education Service Pty Ltd (A-OES) - BRISBANE,"108 Albert Street, Brisbane 4000",www.a-oes.com,Phoebe Hunt,07 3003 1680,study@a-oes.com,AOES,AOES,Australia,,,,,,,,,,,,,,,,,,,
,1773,Australia Go,"38 Cavill Avenue, Surfers Paradise 4217",www.australiago.com,Alain Daniel Ruthernberg,07 5538 1480,adruth@australiago.com,Australia Go,Australia Go,Australia,,,,,,,,,,,,,,,,,,,
,42328,Iworld Study,"Level 3, 243 Edward Street, Brisbane 4000",iworldstudy.com,Hang Joon Kim,07 3128 1113,brisbane@iworldstudy.com,Iworld Study,Iworld Study,Australia,,,,,,,,,,,,,,,,,,,
,9152,U&I Global,"Level 3, 110 Mary Street, Brisbane 4000",www.uandiedu.com,Jason Yoo,07 3270 7999,jason@uandiedu.com,U&I Global,U&I Global,Australia,,,,,,,,,,,,,,,,,,,
,3064,DOM Education,"Level 6, 138 Albert Street, Brisbane 4000",dom.edu.com,Daniel Jo,07 3012 8383,info@dom.edu.com,DOM Education,DOM Education,Australia,,,,,,,,,,,,,,,,,,,
,42326,EIC Group - Brisbane,"Level 3, 243 Edward Street, Brisbane 4000",www.eic.org.cn,Candy Liang,07 3221 7471,brisbane@eiceducation.com.cn,EIC Group,EIC Group - Brisbane,Australia,,,,,,,,,,,,,,,,,,,
,42327,Go Study Australia,"Level 6, 117 Queen Street, Brisbane 4000",www.gostudy.com.au,Margaret Ferrante,07 3102 7512,brisbane@gostudy.com.au,Go Study,Go Study Australia,Australia,,,,,,,,,,,,,,,,,,,
,18806,Information Planet,"Level 2, 226 Albert Street, Brisbane 4000",www.informationplanet.com.au,Marcos Araujo,07 3003 1134,marcos.araujo@informationplanet.com.au,Information Planet,Information Planet,Australia,,,,,,,,,,,,,,,,,,,
,21573,Latino Australia Education,"Level 23, 127 Creek Street",www.latinoaustralia.com,Oscar Zumaeta,0425 247 990,brisbane@lae-edu.com,Latino Australia Education,Latino Australia Education,Australia,,,,,,,,,,,,,,,,,,,
,40556,C STUDY ABROAD - Melbourne,"Level 1, 530 Little Collins Street, Melbourne VIC 3000",www.cstudyabroad.com,katie Zhao,0396146026,cstudy@bigpond.com,C Study Abroad,,Australia,,,,,,,,,,,,,,,,,,,
,3740,FRONTIER PLANNING INTERNATIONAL - Melbourne,"Level 10, 125 Swanston Street, Melbourne VIC 3000",www.fpiedu.com,Marilyn Chen,0396633933,auinfo@fpiedu.com,Frontier Planning International,,Australia,,,,,,,,,,,,,,,,,,,
,12934,KO-OZ Education - Melbourne,"Level 9, 365 Little Collins Street, Melbourne VIC 3000",www.ko-oz.com,Catarina Shin,0399394341,study@ko-oz.com,KO-OZ,,Australia,,,,,,,,,,,,,,,,,,,
,28669,MEA CONSULTANCY - Melbourne,"Level 7, 179 Queen Street, Melbourne VIC 3000",www.mymea.com.au,Michael Wong,0384887630,m.wong@mymea.com.au,MEA Consultancy,,Australia,,,,,,,,,,,,,,,,,,,
,8983,MEIC - Melbourne,"Level 4, 380 Bourke Street, Melbourne VIC 3000",www.meic.com.au,Lison Cai,396000090,ritesh@meic.com.au,MEIC,,Australia,,,,,,,,,,,,,,,,,,,
,5767,OZSTUDY.NET - Melbourne,"Level 3, 234 Swanston Street, Melbourne VIC 3000",www.ozstudynet.com,Iris Tsien,0396639777,iris@ozstudynet.com,OZStudy.Net,,Australia,,,,,,,,,,,,,,,,,,,
,18156,SUPERSTAR EDUCATION - Melbourne,"Level 8, 365 Little Collinns Street, Melbourne VIC 3000",www.super-star.com.au,Tina Lahur,0396635048,melbourne@super-star.com.au,Superstar Education,,Australia,,,,,,,,,,,,,,,,,,,
,1789,Information Planet,"Level 5, 285 Clarence Street Sydney NSW 2000 ",www.informationplanet.com.au,Jaqueline Gonzalez,61 2 9283 6161,enrol.backoffice@informationplanet.com.au,Information Planet,Information Planet,Australia,,,,,,,,,,,,,,,,,,,
,20288,Australian Centre,"Suite 1604, Level 16 447 Kent Street Sydney NSW 2000",www.australiancentre.com.br,Norma Suematsu,61 2 9267 5811,info@australiancentre.com.br,Australian Centre,Australian Centre,Australia,,,,,,,,,,,,,,,,,,,
,26171,Raising IEI,"20 Blanche Drive, vermont, Melbourne VIC 3133",no website,Sunny Yang,03 9088 5823,raising@vip.163.com,Raising IEI,Australia,Australia,,,,,,,,,,,,,,,,,,,
,12678,AMET EDUCATION GOLD COAST,"38 Nerang Street, Southport, Q 4215",ameteducation.com,Yini Reptis,07 55187888,education@amet.com.au,AMET,AMET,Australia,AUS,,,,,,,,,,,,,,,,,,
,42466,AMET EDUCATION SUNNYBANK,"6a/ 12 Zamia Street, Sunnybank, Q 4109",ameteducation.com,Yini Reptis,07 3423 7688,education@amet.com.au,AMET,AMET,Australia,AUS,,,,,,,,,,,,,,,,,,
,27554,Emai International Pty Ltd,"level 2, suite 211 431 - 439 Sussex street Sydney ",,Michelle Li,(02) 9212 1658,Emaisyd@gmail.com,EMAI,EMAI,Australia,AUS,,,,,,,,,,,,,,,,,,
,4608,I world International Group-Sydney,"Suite 1, Level 4,600 George Street,Sydney",www.iworldstudy.com,Tommy Kim,61 2  9283 9353,sydney@iworldstudy.com,I world,I world,Australia,,,,,,,,,,,,,,,,,,,
,4849,Koala Education,"Suite 201, Level 2, 379-383 Pitt St,Sydney",www.koalaeducation.com,Jong Yeon Kim,61 2 9286 3000,koalaeducation@hotmail.com,Koala,Koala,Australia,,,,,,,,,,,,,,,,,,,
,4723,Jun Study Care,Level 3/ 321 Pitt street Sydney,www.jscare.net,Michael Jun,61 2 9264 9278,jun_study@hotmail.com,Jun,Jun,Australia,,,,,,,,,,,,,,,,,,,
,18361,Namoo  Edu Consulting Pty Ltd ,"Building A Ground Floor Room AG.07/27 Crystal St,Petersham",namooedu@namooedu.com,,61 2 9891 5568,namooedu@gmail.com,Namoo,Namoo,Australia,,,,,,,,,,,,,,,,,,,
,9460,Edumates,"Level 3, 741 George Street",kristy@edumates.com.au,Kristy Go,61 2 9281 7300,kristy@edumates.com ,Edumates,Edumates,Australia,,,,,,,,,,,,,,,,,,,
,18686,CHONGRO Overseas Educational Institute-Sydney,"Suite 1, Level 3,363 Pitt Street,Sydney",www.coei.com,Catherine Park ,61 2 9283 0065,sy@coei.com,CHONGRO Overseas,CHONGRO Overseas,Australia,,,,,,,,,,,,,,,,,,,
,31038,Progress Study Consultancy Sydney,"Suite 9, Level 14 / 534 Kent Street, Sydney NSW 2000",progress-study.com.au,Andreas Martano,61 2 9267 8866,sydney@progress-study.com,Progress study consultancy,,Australia,,,,,,,,,,,,,,,,,,,
,20289,Australian Centre - São Paulo,"Rua Guararapes 622, Brooklin Novo CEP 04561-000",www.australiancentre.com.br,Daniella Faber,55 11 3854-6566,atendimento@australiancentre.com,Australian Centre,Australian Centre,Brazil,BRA,,,,,,,,,,,,,,,,,,
,20290,Australian Centre - Rio de Janeiro,"Rua Visconde de Pirajá 142, sala 207 Ipanema ",www.australiancentre.com.br,Rodrigo Sousa,55 (21) 3283-9389,riodejaneiro@australiancentre.com,Australian Centre,Australian Centre,Brazil,BRA,,,,,,,,,,,,,,,,,,
,42431,Hello Study - Porto Alegre,"Av. Osvaldo Aranha 1022 sl 610, Porto Alegre CEP 90035-191",www.hellostudy.com.br,Andressa Martins,55 51 984332017,andressa@hellostudy.com.br,Hello Study,Hello Study,Brazil,BRA,,,,,,,,,,,,,,,,,,
,26101,STB - São Paulo,Avenida Brigadeiro Faria Lima 1713 / 16o andar,www.stb.com.br,Camilla Gouveia,55 11 3038-1500,cgouveia@stb.com.br,STB,STB,Brazil,BRA,,,,,,,,,,,,,,,,,,
,42298,"Campus Australia (SpringBoard 4 (Cambodia) Co., Ltd.","Springboard Building 6-18, Street 574 Boeung Kak II, Toul Kork, Phnom Penh",www.springboard4cambodia.com,San Pidet,(85) 512961861,campusaustralia@springboard4cambodia.com,N/A,,Cambodia,,,,,,,,,,,,,,,,,,,
,37318,AMS Bridge Blue - Phnom Penh,"18/F Canadia Bank Tower, No. 315, Ang Doung St,, Corner Monivong Blvd, Phnom Penh",amsbridgeblue.com/,Mr. Tomothy Teoh,(85) 89626722,tim@amsbridgeblue.com,N/A,,Cambodia,,,,,,,,,,,,,,,,,,,
,3452,IDP EDUCATION - Cambodia,"No 657 Kampuchea, Krom Boulevard Phnom Penh",www.idp.com/cambodia/studyabroad,Vantak CHHEANG,(855) 23 881 018,info.phnompenh@idp.com,IDP,,Cambodia,,,,,,,,,,,,,,,,,,,
,8978,A and A INTERNATIONAL EDUCATION - Shanghai,"Suite 1406, Tian An Centre 338 Nan Jing Road (West) Shanghai",www.aa-intl.com,王岑,+86 21 6327 8066,admission@aa-intl.com,A and A International Education ,A and A International Education,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,1989,AOJI EDUCATION GROUP - Beijing,"2-3F, Interchina Commercial Building No. 33 Deng Shi Kou Street, Dong Cheng District Beijing",www.aoji.cn,张睿睿,+86 10 65229780,application4@aoji.cn,AOJI education group ,AOJI education group,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,10735,CEDARWOOD CONSULTING LTD - Comego,"X23F, Office Building, DongFangYinZuo, No 48 DongZhiMenWaiDaJie, Dongcheng District, Beijing ",www.comego.com,贲铄起,0086 10 5339 1717,info@GHEAC.com,GHEAC ,GHEAC,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,18411,BEIJING NEW ORIENTAL VISION OVERSEAS CONSULTING CO. LTD - Beijing,"6-7F, No. 6, Haidian Central Street, Haidian District Beijing",liuxu.xdf.cn ,Emma Yang,+86 10 62605599,visioninfo@xdf.cn,Beijing New Oriental Vision ,Beijing New Oriental Vision,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9687,EDUGLOBAL - Guangzhou,"Room 302-03, 3rd Floor, Atrium Area, Guangdong International Building, 339 Huanshi Dong Lu, Guangzhou, P.R.C.",www.eduglobal.com,Evens,020 83312981,venus.chen@eduglobal.com,Eduglobal ,Eduglobal,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,12897,EIC GROUP - Beijing,"Room 102, 1F, Block A,Jianwai SOHO 39 East 3rd-Ring Rd, Chaoyang District Beijing",www.eic.org.cn,张晨,+86 10 58781616,info@eiceducation.com,EIC Group ,EIC Group,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,19784,EIC GROUP - Guangzhou,2F Guangzhou Library 42 Zhongshan Si Rd Guangzhou,www.eic.org.cn,Faya,+86 20 22821688,info@eiceducation.com,EIC Group ,EIC Group,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,38703,FOCUS INTERNATIONAL OVERSEAS STUDENT SERVICES - Macau," Rua Do Campo, No.117, Edf, Mei Mei, 2 Andar， Macau",www.focus.com.mo,Miyuki,853 28355707,info@focus.com.mo,Focus Internatioanl ,Focus Internatioanl,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,35898,GLOBAL EDUCATION ALLIANCE - Guangzhou,"1603, Huacheng Bld, No.1 Wushan Rd, Tianhe Dist Guangzhou",www.geaworld.org,Ben,+86 020 8756 4591,info@geacn.net,GEA ,GEA,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,9219,IAE EDU NET - Shanghai,"23H, Cross Region Plaza No.899, Lingling Road, Xuhui Dist. Shanghai",www.iaechina.net.cn,徐莺,+86 21 5150 6209,app10@iaechina.net.cn,IAE EDU ,IAE EDU,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4343,IDP EDUCATION - Beijing,"Suite 703, 7th Floor, North Office Tower, Beijing New World Centre 3/B Chongwenmenwai Street Chongwen District Beijing",www.idp.cn,杨帆,+86 10 5278 8989,info.beijing@idp.com,IDP ,IDP,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,8007,IDP EDUCATION - Guangzhou,"Suite 1901&1908, East Tower Fortune Plaza, 116 Ti Yu Dong Lu Guangzhou ",www.idp.cn,Cabby,+86 20 38932797,info.guangzhou@idp.com,IDP ,IDP,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4374,IDP EDUCATION - Hong Kong,"Room 2807-09, 28/F, Harbour Centre 25 Harbour Road Wanchai Wan Chai Hong Kong Island",www.idp.cn,Calvin,+852 28276362,info@hongkong.idp.com,IDP ,IDP,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,4410,IDP EDUCATION - Shanghai,"Suite 1405, Hong Kong Plaza 283 Huaihai Road (Middle) Shanghai ",www.idp.cn,恽维宏 ,+86 4008218688,info.shanghai@idp.com,IDP ,IDP,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,6366,SHANGHAI CIIC EDUCATION INTERNATIONAL - Shanghai,"Suite A, 11F, No 88 Cao Xi Bei Road Shanghai",liuxue.shciic.com/,王红,+86 21 6486 8282,info@shciic.com,Ciic ,Ciic,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,20347,SHINYWAY EDUCATION - Beijing,"23F, AVIC Mansion Yi10 Dongsanhuan Middle Road Chaoyang District Beijing",www.igo.cn,宋瑶波,0086 10 6568 6366,Asia@shinyway.com.cn,Shinyway ,Shinyway,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,24928,SHINYWAY EDUCATION - Hangzhou,4/F Area A. Dragon Century Plaza  No 1 Hangda Rd Hangzhou,www.igo.cn/,尹艺蓉,0086 571 8790 1122,Asia@shinyway.com.cn,Shinyway ,Shinyway,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,39083,YANTAI ZHONGSHI STUDY ABROAD CONSULTING SERVICE - China,"Room 2005, Yitong Guoji, 11 Nandajie, zhifu Dist. Yantai Shandong",,陈牧,+86 535 4914319,cindychen@hotmail.com,Yantai ,Yantai,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,7652,YU TANG SHENG SHI COUNSELING CO (STUDYFR) - Beijing,"Room 1705, Building 2, Zizhuyuan, Compound 1, Haidian District, Beijing",www.studyfr.net,韩洁,+86 10 62128199,hanjie@studyfr.net,StudyFr ,StudyFr,China,CHN,PROVIDER-AGENT,-1,,,,,,,,,,,,,,,,
,22836,"Chengdu Huaying Consulting & Service Co., Ltd. ","9F, Block A, Renhe Spring Plaza, No.19 Section 2 of 2nd Ring Road West, Qingyang District, Chengdu, Sichuan, P.R.China",www.cdhuaying.com,Lin DENG,86 28 62058888-830,partnership@cdhuaying.com.cn,Huaying,,China ,,,,,,,,,,,,,,,,,,,
,20115,EduGlobal China ,"7F Floor, North Office Tower, The New World Centre, 3B Chongwenmenwai Street, Beijing, China",www.eduglobal.com,Grace LI,86 10 67080808,grace.li@eduglobal.com;,EduGlobal,,China ,,,,,,,,,,,,,,,,,,,
,3257,EIC Group ,"12F, Industrial Bank Building, No,101, Tianhe Road, Tianhe District, Guangzhou,Guangdong, China",www.eiceducation.com,Isa WONG,86 20 22821699,partners@eiceducation.com,EIC,,China ,,,,,,,,,,,,,,,,,,,
,11332,EIC Jinan ,"3F, B Area, No.6 Qianfoshan Road Jinan Shandong China ",www.eiceducation.com,Barbara ZHANG,(86 531) 8296 0666,shandong@eic.org.cn,EIC,,China ,,,,,,,,,,,,,,,,,,,
,11107,EIC Shanghai ,"Room 1801, Ciro's Plaza, No. 388 Nanjing W. Road, Shanghai, China ",www.eiceducation.com,Ellie Qi,(86 21) 6032 8407,admin.shanghai@eic.org.cn,EIC,,China ,,,,,,,,,,,,,,,,,,,
,10748,EIC Wuhan ,"18F, Building C, New World Centre, #634-3 Jiefang Ave., Qiaokou District, Wuhan",www.eiceducation.com,Vila Yang,(86 27) 83316515,wuhan@eic.org.cn,EIC,,China ,,,,,,,,,,,,,,,,,,,
,22963,iAE Edu Net - China (Huzhou Office) ,"5F, Twins Plaza, No.75, West Tiao Xi Rd
Wu Xing District, Huzhou, Zhengjiang, China",www.iaechina.net.cn,Tina Xu,0572-2716720,tina.xu@iaechina.net.cn,IAE,,China ,,,,,,,,,,,,,,,,,,,
,33444,Shinyway Education Chengdu Office ,"19-A, No. Zongfu Rong. Jinjiang Dist. Chengdu, China",www.igo.cn,Irene Wang,028-8619 9567,irenalwang@shinyway.com.cn,Shinyway,,China ,,,,,,,,,,,,,,,,,,,
,35655,Shinyway Education Ningbo Office ,"F15, Times Square, No.8, Lengjing Street, Haishu District, Ningbo City, Zhejiang Province, 315000, P.R.China ",www.igo.cn,Vera Zhai,86(574)-87076036,verazhai@shinyway.com.cn,Shinyway,,China ,,,,,,,,,,,,,,,,,,,
,10046,Shinyway International Shenzhen ,"4F Book Centre, Zhonghe Building, Shennanzhong Road, Shenzhen, 518031, P.R.China",www.igo.cn,Huilan Zhang,86 755 83985740,au@shinyway.com.cn,Shinyway,,China ,,,,,,,,,,,,,,,,,,,
,42174,Nanjing Xueneng Education Information Consulting Co.,"Nanjing City Jianye District Road, No. 58 Building 1-738 Brocade",NA,金凯,13912993298,20918804@qq.com,Xueneng,,China ,,,,,,,,,,,,,,,,,,,
,42180,Oriental Migration and Education Centre Limited - Zhengzhou Office,"Suite 506, Tower E, Jianye Five Buildings, No.5-5, Shangdu Road, Zhengzhou, Henan, China",NA,Andy Zhao,86 371 86653268,andyomec@gmail.com,Oriental Zhengzhou,,China ,,,,,,,,,,,,,,,,,,,
,9221,D & LT Consultants Ltd. ,"No 11 Tianshun Street, Kunlunshangcheng, Nangang District, Harbin, China",www.edudlt.com,Pinky Cai,86 451 82307080,australia@edubridge.com.cn,D&LT,,China ,,,,,,,,,,,,,,,,,,,
,18425,New Orienatl Vision Overseas Consulting Co Ltd (Beijing),"Floor 7, No.6 Haidian Central Street, Haidian District, Beijing, China",liuxue.xdf.cn/,Lux Liu,86 10 62605599,novo-anz@xdf.cn;,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,18536,AOJI - Shanghai Branch ,"Room 2002, No. 580 West Nanjing Road, Shanghai, China",www.aoji.cn/,蒋佳邑,15067670050,jiangjiayi@aoji.cn,Aoji,,China ,,,,,,,,,,,,,,,,,,,
,26127,"New Oriental Vision Overseas Consulting Co., Ltd. (Beijing central) ","8F, New Oriental South Tower, No.2 Haidian East Third Street, Haidian District, Beijing, China",liuxue.xdf.cn,Lux Liu,86 10 62605599,novo-anz@xdf.cn;,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,13062,"Shanghai Juss Education Consulting Co., Ltd.",Suite 1106 Hanzhong Plaza No. 158 Hanzhong Road Shanghai 200070 China ,www.jussedu.com,Alex Wu,86 21 52288515,juss@jussedu.com,Juss,,China ,,,,,,,,,,,,,,,,,,,
,9223,Bonan Consultants (Shanghai) Pty. Ltd. ,"1555 Ju Feng Rd,Building A/6th Floor Pudong,Shanghai,China",www.shenyuan-su.com,Maggie Lu,86 21 6353 5313 ,bonan@bonanedu.com,Bonan,,China ,,,,,,,,,,,,,,,,,,,
,18580,Can Achieve Education - Beijing office ,"802, Tower B, JianWai SOHO, Office Building, No.39 Dongsanhuan Zhonglu, Chaoyang Dist. Beijing, China",www.can-achieve.com.cn,Sky Yang,86 10 58690554,williamguo@can-achieve.com,Can-Achieve,,China ,,,,,,,,,,,,,,,,,,,
,4356,IDP Chengdu ,"Suite A, Level 26, Tower A Xi Yu Building, No. 8 Xi Yu Stree, Chengdu, Sichuan, China",www.idp.cn,Grace Liu,86 86146899-800 ,graceliuxin@yahoo.com,IDP,,China ,,,,,,,,,,,,,,,,,,,
,4399,IDP Nanjing ,"Suite C, Floor 14, Golden Eagle Plaza A Bld., No.89 Hanzhong Road, Nanjing, Jiangsu, China ",www.idp.cn,李津,13913951876,jessie.li@idp.com,IDP ,,China ,,,,,,,,,,,,,,,,,,,
,23573,New Oriental Vision Overseas Consulting Co. Ltd. (Kunming) ,"Room 1801-1803, 18th Floor, East Shuncheng Building, No. 11 West Dongfeng Road, Kunming, Yunan, China ",liuxue.xdf.cn/,马佳,186 8718 2588,majia4@xdf.cn,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,30916,"New Oriental Vision Overseas Consulting Co., Ltd. Nanjing Branch ","Room A, Floor 45, Nanjing International Finance Center, No.1 Hanzhong Rd, Nanjing, Jiangsu, China",liuxue.xdf.cn/,褚婷婷,025-88036517,au-vision@xdf.cn,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,7659,Zhejiang Shinyway Overseas Studies Service Center Co. Ltd. ,"West F/4 Julong Buildiing,No.9 Hangda Road,Xihu District,Hangzhou,Zhejiang,China  ",www.shinyway.com.cn,Wang Haiping ,86 571 8790 3033 ,haipingwang@shinyway.com.cn,Shinyway,,China ,,,,,,,,,,,,,,,,,,,
,32344,New Oriental Vision Overseas Consulting Co. Ltd. (Wuhan) ,"F 31, No. 456 Wuluo Road, Wuchang District, Wuhan, Hubei, China ",liuxue.xdf.cn/,陈珉 ,13871567288,chenmin21@xdf.cn ,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,40569,New Oriental Vision Overseas Consulting Co. Ltd. (Shenzhen),"6/F, Sinosafe Insurance Building West, Fuhua 1st Road, Futian District, Shenzhen, Guangdong, China",liuxue.xdf.cn/,Anna Chen,86 13823144061,chenwanling3@xdf.cn,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,40608,Shinyway International Education Group Henan Branch,"7 Floor,China Merchants Bank Tower,Jincheng International Plaza, No.68 Jingsan Road, Zhengzhou, Henan, China",www.igo.cn,Wang Ya li ,18037496867/371-55637218,yaliwang@shinyway.com.cn ,Shinyway,,China ,,,,,,,,,,,,,,,,,,,
,40674,"Hunan New Oriental Oversea Consulting Co.,Ltd","46010, Block B, Wanda Plaza, No.589 Middle Xiangjiang Road, Kaifu District, Changsha, Hunan, China",liuxue.xdf.cn/,邓英,86 13827486042,dengying@xdf.cn,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,40792,Vanguard Education Consultancy China Head Office,"24A No. 258 South Hubin Road, Siming District, Xiamen, Fujian, China",www.global-vec.com,Jean Li,86 592 2918863,jeanli@global-vec.cn,Vanguard,,China ,,,,,,,,,,,,,,,,,,,
,19849,EIC Group Shenzhen,"Rm 1501-1502, 1509, Building A International Chamber of Commerce Building Futian District, Shenzhen, Guangdong, China",www.eiceducation.com,Yumi Gu,(86 755) 3333 0232,yumigu@eiceducation.com.cn,EIC,,China ,,,,,,,,,,,,,,,,,,,
,23630,New Oriental Vision Overseas Consulting Co. Ltd. (Xiamen),"403, Fortune Center, No. 100 Lujiang Road, Siming District, Xiamen, Fuazhou, China",liuxue.xdf.cn/,"Tingting Xiang	",18868193095,604027724@qq.com,New Oriental,,China ,,,,,,,,,,,,,,,,,,,
,42538,"Beijing Tianji Study Abroad Consulting Co., Ltd","Room 204, Building 4, Ziming Mansion, NO.B12 Xinzhong Street, Dongcheng Dist.,Beijing",www.tianjiedu.com.cn,Lily LUO,86-10-64152702,313525126@qq.com,Tianji,,China ,,,,,,,,,,,,,,,,,,,
,42385,Australia Educational Development Group Pty Ltd,"No.7 Louzizhuang Road, Chaoyang District, Beijing, China",www.nitbj.com.cn,Chris Chen,86-10-84394317,accg-students@au-ielts.com,AEDG,,China ,,,,,,,,,,,,,,,,,,,
